,Date,SPY Adj Close,XLB Adj Close,XLE Adj Close,XLF Adj Close,XLI Adj Close,XLK Adj Close,XLP Adj Close,XLU Adj Close,XLV Adj Close,XLY Adj Close,^GSPC Adj Close,BND Adj Close,GLD Adj Close,QQQ Adj Close,VTI Adj Close,AQMIX Adj Close
0,2010-01-05,86.54447174072266,24.829078674316406,36.520347595214844,9.320544242858887,21.45241355895996,18.904438018798828,17.963695526123047,18.339195251464844,24.3765869140625,25.018653869628906,1136.52001953125,51.720359802246094,109.69999694824219,40.61155319213867,44.056922912597656,5.7059783935546875
1,2010-01-06,86.60543060302734,25.251026153564453,36.957698822021484,9.339229583740234,21.49770736694336,18.692947387695312,17.950233459472656,18.446687698364258,24.625804901123047,25.05188751220703,1137.1400146484375,51.700679779052734,111.51000213623047,40.366607666015625,44.11819076538086,5.7059783935546875
2,2010-01-07,86.97097778320312,25.054601669311523,36.902244567871094,9.53860092163086,21.731712341308594,18.619735717773438,17.950233459472656,18.363079071044922,24.71146583557129,25.259620666503906,1141.68994140625,51.661354064941406,110.81999969482422,40.392852783203125,44.3019905090332,5.69456672668457
3,2010-01-08,87.26042175292969,25.40379524230957,37.14247131347656,9.482529640197754,22.078929901123047,18.74175262451172,17.88963508605957,18.345169067382812,24.750408172607422,25.251304626464844,1144.97998046875,51.713802337646484,111.37000274658203,40.725311279296875,44.447486877441406,5.69456672668457
4,2010-01-11,87.38227081298828,25.265586853027344,37.09320068359375,9.48875617980957,22.32047462463379,18.668546676635742,17.936765670776367,18.53626251220703,24.89058494567871,25.201448440551758,1146.97998046875,51.73347091674805,112.8499984741211,40.559078216552734,44.508750915527344,5.72309684753418
5,2010-01-12,86.5673599243164,24.78542709350586,36.55730438232422,9.351693153381348,22.13931655883789,18.465185165405273,18.037757873535156,18.45863151550293,24.71146583557129,24.877399444580078,1136.219970703125,51.93010330200195,110.48999786376953,40.05165100097656,44.04926681518555,5.666037559509277
6,2010-01-13,87.29850769042969,25.07642936706543,36.692813873291016,9.457606315612793,22.229896545410156,18.644140243530273,18.165685653686523,18.66166877746582,25.0385684967041,25.159912109375,1145.6800537109375,51.8121337890625,111.54000091552734,40.55033493041992,44.462799072265625,5.69456672668457
7,2010-01-14,87.53459167480469,24.770891189575195,36.79754638671875,9.501221656799316,22.229896545410156,18.692947387695312,18.11182403564453,18.578065872192383,25.264419555664062,25.159912109375,1148.4599609375,51.93663024902344,112.02999877929688,40.58531951904297,44.53937911987305,5.7116851806640625
8,2010-01-15,86.5521011352539,24.589014053344727,36.50187301635742,9.308084487915039,21.94305419921875,18.432645797729492,18.024295806884766,18.45863151550293,25.09308433532715,24.910629272460938,1136.030029296875,51.96944046020508,110.86000061035156,40.112892150878906,44.03395462036133,5.683154582977295
9,2010-01-19,87.63361358642578,24.981855392456055,36.83449172973633,9.426456451416016,22.18461036682129,18.74989128112793,18.13202667236328,18.673614501953125,25.70054817199707,25.24299430847168,1150.22998046875,51.94321060180664,111.5199966430664,40.76028823852539,44.615970611572266,5.734509468078613
10,2010-01-20,86.74249267578125,24.53809356689453,36.261653900146484,9.401535034179688,21.844928741455078,18.448917388916016,17.997358322143555,18.476545333862305,25.482484817504883,24.902320861816406,1138.0400390625,52.06774139404297,108.94000244140625,40.17414474487305,44.20243453979492,5.688860893249512
11,2010-01-21,85.07451629638672,23.4759578704834,35.52249526977539,9.133635520935059,21.339191436767578,18.253694534301758,17.741504669189453,18.207815170288086,24.929536819458008,24.586578369140625,1116.47998046875,52.12673568725586,107.37000274658203,39.797943115234375,43.39067840576172,5.643213748931885
12,2010-01-22,83.17803955078125,23.01036834716797,34.67863464355469,8.834580421447754,21.014610290527344,17.619203567504883,17.701114654541016,17.807710647583008,24.65695571899414,24.112958908081055,1091.760009765625,52.10706329345703,107.16999816894531,38.63436508178711,42.43341827392578,5.574740886688232
13,2010-01-25,83.60455322265625,23.21406364440918,34.90652084350586,8.884422302246094,21.150484085083008,17.765625,17.73477554321289,17.927146911621094,24.65695571899414,24.237600326538086,1096.780029296875,52.03495407104492,107.4800033569336,38.76560974121094,42.617218017578125,5.574740886688232
14,2010-01-26,83.25420379638672,22.88669776916504,34.68478775024414,8.728666305541992,21.059898376464844,17.716821670532227,17.714570999145508,17.99880599975586,24.51676368713379,24.27083969116211,1092.1700439453125,52.159515380859375,107.55999755859375,38.800575256347656,42.42576217651367,5.574740886688232
15,2010-01-27,83.6502685546875,22.690275192260742,34.549278259277344,8.940496444702148,21.12027931213379,17.863229751586914,17.754976272583008,17.879375457763672,24.688106536865234,24.312389373779297,1097.5,52.08742904663086,106.52999877929688,39.10679244995117,42.63252639770508,5.563328742980957
16,2010-01-28,82.69060516357422,22.28289031982422,34.18585968017578,8.896880149841309,20.878738403320312,17.35076141357422,17.707839965820312,17.74201202392578,24.5323486328125,24.171131134033203,1084.530029296875,52.10706329345703,106.4800033569336,38.10068893432617,42.127079010009766,5.534799098968506
17,2010-01-29,81.79187774658203,21.926420211791992,33.569908142089844,8.834580421447754,20.667387008666992,17.049793243408203,17.640512466430664,17.634531021118164,24.361007690429688,24.021564483642578,1073.8699951171875,52.172637939453125,105.95999908447266,37.435794830322266,41.629329681396484,5.540505886077881
18,2010-02-01,83.06381225585938,22.799400329589844,34.67863464355469,8.984107971191406,20.97687530517578,17.245018005371094,17.775171279907227,17.74799156188965,24.501188278198242,24.32900047302246,1089.18994140625,52.138427734375,108.3499984741211,37.84697341918945,42.264923095703125,5.546211242675781
19,2010-02-02,84.06916809082031,22.87214469909668,35.13444519042969,9.071331024169922,21.376934051513672,17.41583824157715,18.031028747558594,17.891307830810547,25.00741958618164,24.669666290283203,1103.3199462890625,52.171321868896484,109.12999725341797,38.18817138671875,42.80865478515625,5.557623386383057
20,2010-02-03,83.6502685546875,22.610258102416992,34.8326301574707,8.97164535522461,21.248607635498047,17.456510543823242,17.903095245361328,17.765905380249023,24.672531127929688,24.68628692626953,1097.280029296875,52.138427734375,108.69999694824219,38.39815139770508,42.59423065185547,5.55191707611084
21,2010-02-04,81.06832122802734,21.76637077331543,33.40359115600586,8.585365295410156,20.62209129333496,16.968446731567383,17.53951644897461,17.300113677978516,24.049484252929688,23.971702575683594,1063.1099853515625,52.23706817626953,104.37000274658203,37.28704833984375,41.26938247680664,5.5062689781188965
22,2010-02-05,81.23589324951172,22.173768997192383,33.40974807739258,8.685050010681152,20.531517028808594,17.139270782470703,17.492380142211914,17.270254135131836,24.010543823242188,23.905241012573242,1066.18994140625,52.322505950927734,104.68000030517578,37.60200500488281,41.33831024169922,5.460622310638428
23,2010-02-08,80.6494369506836,21.817291259765625,33.101768493652344,8.510603904724121,20.305065155029297,17.066062927246094,17.472183227539062,17.073183059692383,23.89372444152832,23.755666732788086,1056.739990234375,52.32908248901367,104.04000091552734,37.33079528808594,41.01666259765625,5.454916477203369
24,2010-02-09,81.66242218017578,22.348360061645508,33.79780960083008,8.597824096679688,20.697580337524414,17.212478637695312,17.680912017822266,17.246370315551758,24.080636978149414,24.121274948120117,1070.52001953125,52.22392654418945,105.41000366210938,37.715755462646484,41.560394287109375,5.460622310638428
25,2010-02-10,81.50247955322266,22.19559097290039,33.656131744384766,8.666361808776855,20.667387008666992,17.16367530822754,17.660703659057617,17.168733596801758,23.93267059326172,24.021564483642578,1068.1300048828125,52.10554885864258,105.12000274658203,37.63700866699219,41.49913787841797,5.449210166931152
26,2010-02-11,82.35548400878906,22.573881149291992,34.22896957397461,8.685050010681152,20.97687530517578,17.342636108398438,17.802101135253906,17.270254135131836,24.09621238708496,24.3040771484375,1078.469970703125,52.02009201049805,107.12999725341797,38.2056770324707,41.94330596923828,5.472033500671387
27,2010-02-12,82.28693389892578,22.530231475830078,34.24129104614258,8.691282272338867,20.810806274414062,17.375167846679688,17.802101135253906,17.204570770263672,24.04169273376465,24.3040771484375,1075.510009765625,52.092437744140625,107.04000091552734,38.28439712524414,41.94330596923828,5.4948577880859375
28,2010-02-16,83.58170318603516,23.097671508789062,35.04819869995117,8.871959686279297,21.30144691467285,17.63547134399414,17.983898162841797,17.503149032592773,24.251976013183594,24.694599151611328,1094.8699951171875,52.158172607421875,109.62000274658203,38.77433776855469,42.6478385925293,5.483444690704346
29,2010-02-17,83.97779083251953,23.112220764160156,34.99892807006836,8.90311336517334,21.482606887817383,17.684276580810547,18.11182403564453,17.431495666503906,24.438888549804688,24.894012451171875,1099.510009765625,52.0397834777832,109.25,38.99307632446289,42.885250091552734,5.523387432098389
30,2010-02-18,84.47282409667969,23.35956573486328,35.19602584838867,8.959185600280762,21.678874969482422,17.79815673828125,18.219547271728516,17.527040481567383,24.555709838867188,25.05188751220703,1106.75,51.96751022338867,109.9800033569336,39.23802185058594,43.13030242919922,5.511974811553955
31,2010-02-19,84.64799499511719,23.490510940551758,35.3315544128418,9.009025573730469,21.7845458984375,17.74936294555664,18.25994873046875,17.77188491821289,24.555709838867188,25.110050201416016,1109.1700439453125,51.96751022338867,109.47000122070312,39.22053909301758,43.28346633911133,5.500563621520996
32,2010-02-22,84.66322326660156,23.38866424560547,34.84493637084961,9.127401351928711,21.799640655517578,17.716821670532227,18.25994873046875,17.676334381103516,24.485620498657227,25.10173797607422,1108.010009765625,51.94776153564453,109.06999969482422,39.141780853271484,43.214534759521484,5.5062689781188965
33,2010-02-23,83.6350326538086,23.017642974853516,34.26594161987305,8.959185600280762,21.520343780517578,17.497188568115234,18.158958435058594,17.55689811706543,24.251976013183594,24.95216941833496,1094.5999755859375,52.14503479003906,107.88999938964844,38.63436508178711,42.69377517700195,5.500563621520996
34,2010-02-24,84.40428161621094,22.959449768066406,34.48151397705078,9.114943504333496,21.73924446105957,17.668001174926758,18.273418426513672,17.574811935424805,24.431102752685547,25.276233673095703,1105.239990234375,52.21076583862305,107.36000061035156,39.028045654296875,43.07670211791992,5.4948577880859375
35,2010-02-25,84.2900619506836,22.908523559570312,34.500003814697266,9.090023040771484,21.68641471862793,17.619203567504883,18.28688621520996,17.53898048400879,24.446674346923828,25.31778335571289,1102.93994140625,52.28307342529297,108.30999755859375,39.0192985534668,43.061363220214844,5.460622310638428
36,2010-02-26,84.3433609008789,22.915800094604492,34.580074310302734,9.14609146118164,21.769445419311523,17.643604278564453,18.199352264404297,17.401634216308594,24.45446014404297,25.359333038330078,1104.489990234375,52.342227935791016,109.43000030517578,39.15928649902344,43.061363220214844,5.460622310638428
37,2010-03-01,85.21920776367188,23.264995574951172,34.9003791809082,9.17101764678955,22.0562801361084,17.871374130249023,18.32727813720703,17.652442932128906,24.688106536865234,25.758155822753906,1115.7099609375,52.39766311645508,109.43000030517578,39.727935791015625,43.574462890625,5.460622310638428
38,2010-03-02,85.45535278320312,23.461408615112305,35.18988037109375,9.202169418334961,22.09402084350586,17.846967697143555,18.39460563659668,17.70619010925293,24.773773193359375,25.625211715698242,1118.31005859375,52.43721389770508,111.0199966430664,39.85044479370117,43.71230697631836,5.466328144073486
