,Date,Adj Close
0,1998-12-22,11.425531387329102
1,1998-12-23,11.594000816345215
2,1998-12-24,11.670583724975586
3,1998-12-28,11.517433166503906
4,1998-12-29,11.639955520629883
5,1998-12-30,11.594000816345215
6,1998-12-31,11.48679256439209
7,1999-01-04,11.48679256439209
8,1999-01-05,11.594000816345215
9,1999-01-06,11.96158504486084
10,1999-01-07,12.145379066467285
11,1999-01-08,12.221951484680176
12,1999-01-11,12.03816032409668
13,1999-01-12,11.701213836669922
14,1999-01-13,11.548057556152344
15,1999-01-14,11.257061004638672
16,1999-01-15,11.57868766784668
17,1999-01-19,11.517433166503906
18,1999-01-20,11.601665496826172
19,1999-01-21,11.3948974609375
20,1999-01-22,11.318327903747559
21,1999-01-25,11.410218238830566
22,1999-01-26,11.417875289916992
23,1999-01-27,11.27237606048584
24,1999-01-28,11.440847396850586
25,1999-01-29,11.685906410217285
26,1999-02-01,11.48679256439209
27,1999-02-02,11.364265441894531
28,1999-02-03,11.448502540588379
29,1999-02-04,11.180480003356934
30,1999-02-05,11.088584899902344
31,1999-02-08,11.05795955657959
32,1999-02-09,10.90479564666748
33,1999-02-10,10.996691703796387
34,1999-02-11,11.440847396850586
35,1999-02-12,11.27237606048584
36,1999-02-16,11.440847396850586
37,1999-02-17,11.48679256439209
38,1999-02-18,11.601665496826172
39,1999-02-19,11.639955520629883
40,1999-02-22,11.976899147033691
41,1999-02-23,12.13005256652832
42,1999-02-24,11.731842994689941
43,1999-02-25,11.655268669128418
44,1999-02-26,11.869690895080566
45,1999-03-01,11.91563606262207
46,1999-03-02,11.94626235961914
47,1999-03-03,11.831398963928223
48,1999-03-04,12.099427223205566
49,1999-03-05,12.405738830566406
50,1999-03-08,12.32150650024414
51,1999-03-09,12.421053886413574
52,1999-03-10,12.650793075561523
53,1999-03-11,12.712050437927246
54,1999-03-12,12.73502254486084
55,1999-03-15,12.773322105407715
56,1999-03-16,12.589529991149902
57,1999-03-17,12.482320785522461
58,1999-03-18,12.773322105407715
59,1999-03-19,12.530808448791504
60,1999-03-22,12.561524391174316
61,1999-03-23,12.13154125213623
62,1999-03-24,12.100830078125
63,1999-03-25,12.377245903015137
64,1999-03-26,12.269749641418457
65,1999-03-29,12.546163558959961
66,1999-03-30,12.40027904510498
67,1999-03-31,12.254389762878418
68,1999-04-01,12.285101890563965
69,1999-04-05,12.530808448791504
70,1999-04-06,12.438667297363281
71,1999-04-07,12.77651309967041
72,1999-04-08,13.006861686706543
73,1999-04-09,12.976142883300781
74,1999-04-12,13.20649242401123
75,1999-04-13,13.191125869750977
76,1999-04-14,13.022214889526367
77,1999-04-15,12.8993558883667
78,1999-04-16,12.837935447692871
79,1999-04-19,12.837935447692871
80,1999-04-20,13.006861686706543
81,1999-04-21,13.20649242401123
82,1999-04-22,13.344696044921875
83,1999-04-23,13.298626899719238
84,1999-04-26,13.098997116088867
85,1999-04-27,13.329339981079102
86,1999-04-28,13.252561569213867
87,1999-04-29,13.298626899719238
88,1999-04-30,13.114349365234375
89,1999-05-03,13.267912864685059
90,1999-05-04,12.853293418884277
91,1999-05-05,12.930074691772461
92,1999-05-06,12.71508502960205
93,1999-05-07,12.960784912109375
94,1999-05-10,12.914710998535156
95,1999-05-11,13.068283081054688
96,1999-05-12,13.252561569213867
97,1999-05-13,13.375406265258789
98,1999-05-14,12.960784912109375
99,1999-05-17,12.71508502960205
100,1999-05-18,12.745794296264648
101,1999-05-19,12.837935447692871
102,1999-05-20,12.669014930725098
103,1999-05-21,12.638309478759766
104,1999-05-24,12.361886978149414
105,1999-05-25,12.039400100708008
106,1999-05-26,12.430987358093262
107,1999-05-27,12.13154125213623
108,1999-05-28,12.323503494262695
109,1999-06-01,12.14690113067627
110,1999-06-02,12.07011604309082
111,1999-06-03,12.062435150146484
112,1999-06-04,12.285101890563965
113,1999-06-07,12.51545524597168
114,1999-06-08,12.2927827835083
