,Date,Adj Close
0,1998-12-22,17.23309326171875
1,1998-12-23,17.620357513427734
2,1998-12-24,17.727930068969727
3,1998-12-28,17.46975326538086
4,1998-12-29,17.85701560974121
5,1998-12-30,17.706418991088867
6,1998-12-31,17.900043487548828
7,1999-01-04,17.85701560974121
8,1999-01-05,18.136703491210938
9,1999-01-06,18.43790054321289
10,1999-01-07,18.351842880249023
11,1999-01-08,18.577735900878906
12,1999-01-11,18.620779037475586
13,1999-01-12,18.54547691345215
14,1999-01-13,18.373363494873047
15,1999-01-14,18.222761154174805
16,1999-01-15,18.47018051147461
17,1999-01-19,18.997283935546875
18,1999-01-20,19.1048526763916
19,1999-01-21,18.43790054321289
20,1999-01-22,18.36260223388672
21,1999-01-25,18.51320457458496
22,1999-01-26,18.599260330200195
23,1999-01-27,18.416385650634766
24,1999-01-28,18.7606258392334
25,1999-01-29,18.7606258392334
26,1999-02-01,18.868196487426758
27,1999-02-02,18.588504791259766
28,1999-02-03,18.943496704101562
29,1999-02-04,18.803651809692383
30,1999-02-05,18.588504791259766
31,1999-02-08,18.577735900878906
32,1999-02-09,18.244277954101562
33,1999-02-10,18.28729820251465
34,1999-02-11,18.782127380371094
35,1999-02-12,18.5024471282959
36,1999-02-16,18.674571990966797
37,1999-02-17,18.480939865112305
38,1999-02-18,18.71759796142578
39,1999-02-19,18.77137565612793
40,1999-02-22,19.16939353942871
41,1999-02-23,19.137130737304688
42,1999-02-24,18.911230087280273
43,1999-02-25,18.72835350036621
44,1999-02-26,18.782127380371094
45,1999-03-01,18.7498722076416
46,1999-03-02,18.739105224609375
47,1999-03-03,18.620779037475586
48,1999-03-04,18.954265594482422
49,1999-03-05,19.384540557861328
50,1999-03-08,19.40605926513672
51,1999-03-09,19.255451202392578
52,1999-03-10,19.427568435668945
53,1999-03-11,19.55665397644043
54,1999-03-12,19.449087142944336
55,1999-03-15,19.51363182067871
56,1999-03-16,19.470600128173828
57,1999-03-17,19.36302947998047
58,1999-03-18,19.631948471069336
59,1999-03-19,19.545902252197266
60,1999-03-22,19.49211883544922
61,1999-03-23,18.954265594482422
62,1999-03-24,19.040307998657227
63,1999-03-25,19.36302947998047
64,1999-03-26,19.212427139282227
65,1999-03-29,19.449087142944336
66,1999-03-30,19.384540557861328
67,1999-03-31,19.27696990966797
68,1999-04-01,19.27696990966797
69,1999-04-05,19.707250595092773
70,1999-04-06,19.72877311706543
71,1999-04-07,20.105276107788086
72,1999-04-08,20.309663772583008
73,1999-04-09,20.374210357666016
74,1999-04-12,20.890560150146484
75,1999-04-13,20.67540740966797
76,1999-04-14,20.481775283813477
77,1999-04-15,19.965429306030273
78,1999-04-16,19.771799087524414
79,1999-04-19,19.233932495117188
80,1999-04-20,19.59967803955078
81,1999-04-21,20.051498413085938
82,1999-04-22,20.460262298583984
83,1999-04-23,20.92283058166504
84,1999-04-26,20.890560150146484
85,1999-04-27,20.91207504272461
86,1999-04-28,20.352697372436523
87,1999-04-29,20.11603546142578
88,1999-04-30,19.965429306030273
89,1999-05-03,20.352697372436523
90,1999-05-04,19.965429306030273
91,1999-05-05,20.13754653930664
92,1999-05-06,20.223617553710938
93,1999-05-07,20.159059524536133
94,1999-05-10,20.11603546142578
95,1999-05-11,20.438749313354492
96,1999-05-12,20.632381439208984
97,1999-05-13,20.503297805786133
98,1999-05-14,20.13754653930664
99,1999-05-17,20.008459091186523
100,1999-05-18,19.793317794799805
101,1999-05-19,20.02998161315918
102,1999-05-20,20.29891014099121
103,1999-05-21,20.072999954223633
104,1999-05-24,19.59967803955078
105,1999-05-25,19.40605926513672
106,1999-05-26,19.427568435668945
107,1999-05-27,19.212427139282227
108,1999-05-28,19.352258682250977
109,1999-06-01,19.40605926513672
110,1999-06-02,19.341520309448242
111,1999-06-03,19.49211883544922
112,1999-06-04,19.965429306030273
113,1999-06-07,19.793317794799805
114,1999-06-08,19.631948471069336
115,1999-06-09,19.64271354675293
116,1999-06-10,19.481359481811523
117,1999-06-11,19.255451202392578
118,1999-06-14,19.36302947998047
119,1999-06-15,19.57817268371582
120,1999-06-16,19.965429306030273
121,1999-06-17,20.0622501373291
122,1999-06-18,19.965429306030273
123,1999-06-21,19.86862564086914
124,1999-06-22,19.836347579956055
125,1999-06-23,19.879379272460938
126,1999-06-24,19.51363182067871
127,1999-06-25,19.535144805908203
128,1999-06-28,19.750289916992188
129,1999-06-29,19.94392204284668
130,1999-06-30,20.20208740234375
131,1999-07-01,20.266632080078125
132,1999-07-02,20.266632080078125
133,1999-07-06,20.223617553710938
134,1999-07-07,20.352697372436523
135,1999-07-08,20.309663772583008
136,1999-07-09,20.39571762084961
137,1999-07-12,20.438749313354492
138,1999-07-13,20.39571762084961
139,1999-07-14,20.438749313354492
140,1999-07-15,20.535568237304688
141,1999-07-16,20.546327590942383
142,1999-07-19,20.460262298583984
143,1999-07-20,20.374210357666016
144,1999-07-21,20.331180572509766
145,1999-07-22,20.008459091186523
146,1999-07-23,19.836347579956055
147,1999-07-26,19.857866287231445
148,1999-07-27,20.223617553710938
149,1999-07-28,20.072999954223633
150,1999-07-29,19.72877311706543
151,1999-07-30,19.59967803955078
152,1999-08-02,19.470600128173828
153,1999-08-03,19.384540557861328
154,1999-08-04,19.1048526763916
155,1999-08-05,19.05106544494629
156,1999-08-06,18.846681594848633
157,1999-08-09,18.868196487426758
158,1999-08-10,18.491689682006836
159,1999-08-11,18.674571990966797
160,1999-08-12,18.674571990966797
161,1999-08-13,18.997283935546875
162,1999-08-16,18.997283935546875
163,1999-08-17,19.233932495117188
164,1999-08-18,19.36302947998047
165,1999-08-19,19.27696990966797
166,1999-08-20,19.233932495117188
167,1999-08-23,19.416812896728516
168,1999-08-24,19.147884368896484
169,1999-08-25,19.535144805908203
170,1999-08-26,19.384540557861328
171,1999-08-27,19.244693756103516
